text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
USER Ladrão filho de uma puta,1,0,1,0,0,0,0
Lixo de marketing. USER USER,1,1,0,0,0,0,0
"É muito mais fácil e cômodo descer a porrada no cara agora! O cara falou merda!!! FATO, reconheceu se foi por que quis ou porque precisou, depois ele se entende com a consciência dele! Mas assim como nós ele precisa de ajuda! A cachaça tem que parar, pagando um preço altíssimo agora e a maconha UUSER … Mas é a vida dele, não vou concordar com muitas coisas, mas não posso atacar o mano também! “UUSER O UUSER UUSER QUE O UUSER SE ESFRIARÁ”, eu já penso que chegou!!! Hahaha Não estou defendendo a fala dele ou ele, só estou dizendo que podemos agir melhor como ouvintes, fans do programa e USER HUMANO! E USER ✌️ SALVE SALVE USER 😉",1,1,0,0,0,0,0
USER e um idiota ultil. USER destruiu a hipocrisia e a bolha do monark USER,1,1,0,0,0,0,0
esse nate merece mil tiros no meio do cu dele filho da puta filho da puta fdpppp,1,1,0,0,0,1,0
Que sorprende la gente hipócrita,1,0,0,0,0,0,0
crepusculo é uma bosta!,1,0,0,0,0,0,0
"Putinha dos EUA, ultrapassa todos os limites do bom senso",1,0,0,0,0,1,0
"Ele viajou na moral! 🤣 ""USER chamas e merda"" kkkkkk",1,0,0,0,0,0,0
"e a europa COMO SEMPRE SENDO INÚTIL não conseguindo ser autossuficiente é sempre nos que pagamos a conta, e depois querem falar dos países emergentes PILANTRAS URL",0,0,0,0,0,0,1
"dedo quente nesse,cu gelado kkk rachei",1,1,0,0,0,0,0
"a stephanie eh uma escritora horrorosa, com descrições infantis, personagens sem nenhum atrativo, ela simplesmente não teve base nenhuma no que ela criou.... e SAGA ? QUE USER ? SAGA entende-se pela literatura como um conto épico onde o destino de muitas pessoas está em jogo, como o ultimo samurai, star wars e senhor dos aneis.... USER USER USER USER USER suas crepúsculetes",1,1,0,0,0,0,0
"A verdade é que o USER não vai sair, ele vai continuar ganhando dinheiro com o programa só que ele não vai apresentar mais... USER É QUEM USER QUE USER VAI SAIR DE FORMA DEFINITIVA... O POVO LEIGO DA USER",1,0,1,0,0,0,0
JÁ USER USER USER USER! NÃO TEM UM NEGROOOOOO!!!!! USER,1,0,0,0,1,0,0
"O que está no limite é a capacidade do meu saco com o bozo.O que estão esperando para impedir esse louco?. Entre a falência da Globo e o impeachment do bozo,eu cravo a coluna dois. Fora bozo!!!",1,0,1,0,0,0,0
a cara de canalha aqui URL,1,0,0,0,0,0,0
Gays 😒 USER fez o mundo pra os homens casarem com mulheres e vice versa..,0,0,1,1,0,0,0
nós é muito bom pra quem não merece porra nenhuma 👎,1,1,0,0,0,0,0
De dónde corno viene el famoso pew pew madafakas?????? 😵‍💫😵‍💫😵‍💫😵‍💫,1,0,0,0,0,0,0
EU ODEIO SEU CANAL O VIDEO DA KEFERA OU QUE SERIA 5INCO MINUTOS É USER MELHOR,1,0,0,0,0,0,0
"Isso é um desrespeito para nós Brasileiros, não sei quem inventou isso, é ridículo, tinha q ter cadeia perpétua, já q não querem pena de morte",1,0,1,0,0,0,0
"O cara realmente era muito fraco e o despreparo derrubou ele, só falava Merda",1,0,0,0,0,0,0
"maldito sea el día que elegí el cole en donde estoyy, orientación en programaciónnnnn🤌🏼🤌🏼🤌🏼🤌🏼🤌🏼",1,0,0,0,0,0,0
"USER, o cara é mendigo e votou e vai votar novamente em Bolsonaro??? USER toda essa ""inteligência"" dele foi anulada kkkkk",1,0,1,0,0,0,0
KKKKKKKKKK falo tudo cara...a mulher tenta fuder toda a porra da história dos lobisomens e vampiros!,1,1,0,0,0,1,0
"USER Isso é uma vergonha para o Brasil, nosso país não é lá dessas coisas mas com esse anuncio piorou, até o futebol tá dentro disso, isso é uma vergonha para o nosso país!!!!!!!!!",1,0,1,0,0,0,0
USER de mais! Jogou fora um projeto de 3/4 anos fora em 2 minutos. Agora aguente as consequências,1,0,0,0,0,0,0
USER é uma gordinha muito bonita,1,0,0,0,0,1,0
"USER USER Cala boca, moleque. Estes são os ministros que mais fizeram em toda as história. Essa tia birrinha é muito infantil",1,0,0,0,0,0,0
"Não tem mais o que conversar,tem que afastar logo esse presidente vagabundo!",1,0,0,0,0,0,0
USER quem come primeiro a parte da bolacha é demente URL,1,0,0,0,0,0,0
foda-se Estamos Junto USER !!!!,1,1,0,0,0,0,0
"Num dos momentos mais triste e terrível do Brasil e do mundo e esse bosta está fazendo campanha e politicagem, e um bando de burros e egoísta apoiando enquanto outros choram pela perda dos seu entes queridos, nesse momento tenho vergonha de ser brasileiro.😢",1,0,1,0,0,0,1
"USER é USER USER ""ent o USER USER levanta, vc não tá de hóspede""",1,0,0,0,0,0,0
"USER USER USER USER USER OS MESMO OLHOS QUE EU , USER , CRESPÚSCULO do caralho USERUSERUSER",1,0,0,0,0,0,0
"USER USER Vc sabe que o autor desse livro estava drogado quando o escreveu? O Zeca Dirceu , com família de ladrões , alucina tbém!😂😂😂",1,0,1,0,0,0,0
USER USER USER QUE ACHOU ESSA PROPAANDO HORRÍVEL QUE SEM NOÇÃO,1,0,0,0,0,0,0
"Parabéns pelo comentário, São hipócritas mesmo",1,0,0,0,0,0,0
"Nao suporto essa Carol, ela parece ta drogada o tempo todo.",1,0,0,0,0,0,0
"USER USER eu sou o moleque ridículo, disse a criança com desenho animado no Nick. 🤦🏻‍♂️",1,0,0,0,0,0,0
"USER Isso mesmo. Chamem negros de neguim, mandem todos tomar no cu, digam que só tem puta, e não esqueçam de falar das mocreias. Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose. A não ser os que acreditam em terra plana e pezao.",1,1,0,1,1,1,0
USER muie e o diabo yo..,1,0,0,0,0,1,0
USER menina chata,1,0,0,0,0,1,0
"É USER,fumou muita maconha,bebeu demais e falou muita merda também,que sirva de lição e boa sorte na sua caminhada!!!",1,1,0,0,0,0,0
USER kkkkkkkkkkkkkk boca suja,1,0,0,0,0,0,0
Não entendo o pq desses famosos serem tão cafonas…,1,0,0,0,0,0,0
tá mas pq tu mordeu o pimentão caraio URL,1,1,0,0,0,0,0
"so merda. tem medo, das pessoas wue falam o que pensão",1,0,0,0,0,0,0
"USER não entendo , pq USER USER fica com medo dela ? USER tem homem nessa porra não .......",1,1,0,0,0,1,0
Quando esse presente morrer logicamente sem dúvida nenhuma o nome dele serás escrito no livro das trevas do fogo do inferno 👹💀🔥isso sim ele vai pro fogo do inferno,1,0,0,0,0,0,0
"é isso, a ultima coisa massa foi o mendigo ter dito que votou no bolsonaro, agora depois disso tá tendo só imbecilidade URL",1,0,0,0,0,0,0
"Esse mendigo fala melhor que os caras que estar entrevistando ele, USER USER aprende falar um pouco com esse cara kkkkkk",1,1,0,0,0,0,0
USER USER USER USER É USER USER QUE USER FALA É USER USER USER NO CU COMO USER USER USER USER USER-SE USER USER DE CREPUSCULO QUEM É USER DESSA MERDA FILME MUSERS PARADO USER SE USER É USER USER FELIPÃO USER USER USER USER USER NO CU,1,1,1,0,0,0,0
USER Vtc tô esperando vc voltar filho da puta,1,1,0,0,0,0,0
"USER Vou queimar minha cota de hate diário recreativo com prazer: vai se fuder, bando de canalhas!",1,1,0,0,0,0,0
">>62753eu estou tentando comer ela, mas tá complicado. ela é virgem e está complicado até de eu passar a mão na buceta dela. essa porra tá muito estranha, acho que vou pagar a foda fora.",1,1,0,0,0,1,0
"USER USER USER No, porque también asesinan a personas inocentes, muchachos que solo por estar en el lugar equivocado pagan lo que no deben Para eso están las leyes o, acaso tú crees que los policías y militares no son corruptos, sadicos, enfermos mentales? Crees que no hay de todo allí ?",1,0,1,0,0,0,0
Homem é um bicho estranho ao mesmo tmp ridículo 🤣,1,0,0,0,0,1,0
USER USER se mancaaaaa eh a miley ze buceta,1,1,0,0,0,1,0
Todos deveriam sumir do Brasil..abandonar esse país onde leis protegem bandidos,1,0,1,0,0,0,1
quem acha que a jogo ta errada PASSA PANO PRA USER e é FOLGADO PRA USER,1,0,0,0,0,0,0
A juiza é pilantra igual a Sergio USER quer impor a lei da mordaça ameaçando e obrigado o rél o expresidente Lula a ficar calado Armação geral do judiciario partidario de Curitiba de Sergio USER,1,0,1,0,0,0,0
Ele mandou um foda-se pros apoiadores dele KKKKKKK,1,1,0,0,0,0,0
"USER USER USER ""pedófilo"" KKKKK mds é tanta idiotice q chega a ser engraçado",1,0,0,0,0,0,0
"Que nojo desses comentarios...todo mundo merece respeito,quando vcs vao entender isso?",1,1,0,0,0,0,0
USER Seus bando de ladrões. HASHTAG,1,0,1,0,0,0,0
Não esse tipo de viadoh tosco 🤢🤮 URL,1,0,0,1,0,0,0
"No gracias, ya suficiente tenemos con Castillo y la bancada PL como para aguantar a más gente incompetente e ignorante URL",1,0,0,0,0,0,0
USER USER USER USER huy si el burro hipócrita,1,0,0,0,0,0,0
USER USER USER USER era p ser uma ofensa?? antes ter 5kg em cada uma doq parecer uma gordola enorme,1,0,0,0,0,0,0
"USER USER fanaticos não, de qualquer pessoas que tenha mais de 2 neurônios",1,0,0,0,0,0,0
suma logo seu insuportável do cacete vai se fuder ome macho chato da porra ta na hr de tirar meu nome da boca ja que eu sou tão lixo como dizes,1,1,0,0,0,1,0
"Fiz Strogonoff e estou na maior larica e logo vou comer com feijão, FODACE Meu corpo minhas regras",1,0,0,0,0,0,0
"Sla viado, depois desse ""exposed"" aí q eu vi puta que pariu, eu não sei quem é pior vsfd, só sei q mais uma vez se prova q mono yasuo é tudo doente",1,0,0,0,0,0,0
"No final a única que foi prejudicada mesmo, foi a própria USER, os vagabundos já estão felizes e transando! USER",1,1,0,0,0,0,0
"USER está mandando muito tomare que perca,está se achando a dona se fosse eu já teria quebrado a cara drla",1,0,0,0,0,0,0
"As leis do Brasil, para este caso, são porcas!",1,0,1,0,0,0,0
eu vou ser uma pessoa que saiu do lixo pro luxo sem saber matem谩tica b谩sica sim!!!!!!!,1,0,0,0,0,0,0
"O comunismo deveria ser criminalizado USER pois escraviza o próprio povo: USER trabalha pro governo, compra do governo, não pode morar onde quer, nem trabalhar onde quer e muito menos deixar o país. É um grande presídio!",1,0,1,0,0,0,0
USER USER FOD A,1,1,0,0,0,0,0
USER Jajajaja no le gusto lo que le dije que me bloqueo hahaha parece bicha 😂🤣,1,0,0,1,0,0,0
USER USER USER este hijueputa guerrilero... Negriando a la humilde feminazi...,1,0,0,0,0,1,0
USER USER lamentável acredita que existe pessoas que apóia o LGBT,1,0,0,1,0,0,0
A internet permite quem tá lá na puta que pariu me estressar aqui no confy do meu lar 🤦🏻‍♀️,1,0,0,0,0,0,0
"estou impressionado com a maldade dos canceladores porque eles sabem que nem o USER nem o USER estavam defendendo o nazismo. Eu confesso que não gosto nem do USER nem do USER, mas mentir pra prejudicar eles seria algo atormentador. Cuidado a todos que defendem essa hipócrita cultura de cancelamento; um dia serão atacados por ela.",1,0,1,0,0,0,0
USER USER ESTA USER EM TUDO MENOS NA PARTE QUE USER USER Q A USER E USER USER ELA E USER PRA caralho,1,1,0,0,0,0,0
USER Sim. Duas porcarias.,1,0,0,0,0,0,0
Meu USER mas eu tô para ver uma pessoa Cara de Pau igual esse sujeito,1,0,0,0,0,0,0
"O estado é uma organização criminosa e terrorista. Ele que fez o holocausto, ele que fez as ditaduras, ele que fez as guerras, ele que fez a pandemia. É simple resolver o problema =)",1,0,1,0,0,0,0
Tiro de contexto o que mlk USER só falou merda e quer tá certo,1,0,0,0,0,0,0
"Precisamos sim falar sobre isso...USER É USER, ASSIM COMO COMUNISMO. em poucos minutos de pesquisa qualquer um descobre que o USER USER matou tanto quanto ou até mais que o próprio nazismo, Condenar um e relativizar outro é hipocrisia!",0,0,1,0,0,0,0
"USER USER Kakakakakak esse povo no Br só escuta sertanojo, bregafunk e todas essas porcarias, por isso nao conhece musica de verdade.",1,0,0,0,0,0,1
USER USER USER Meu pau no seu botão,1,1,0,0,0,0,0
"Chicos las caras de larreta no puede ser, psicopata como mínimo URL",1,0,0,0,0,0,0
"Alguém tem o link pro ""Orgia de Traveco"" original? N consigo mais achar",1,1,0,1,0,0,0
"O cara transou com a mulher do outro e ainda cita Deus. Pra mim isso é hipocrisia igual dizer: eu sou o mais humilde da festa. USER que se solidarizou, por favor tenha pena de como a situação de rua destrói alguém, e não do pecador em sí. Não estou dizendo para jogar pedras, estou pedindo que deixe de ser influenciado e reconheça o vitimismo onde há.",1,0,0,0,0,1,0
a USER eu rrUSER pra porra e USER nunca usa a porra da camUSERseta no fUSERlme,1,0,0,0,0,0,0
"Não justifica a agressão.!!! Mas infelismente nunca na história das eleições deste país , alguém plantou tanto ódio na própria população. Idiotas partidários ferram esta nação. Um preso sendo cogitado como presidente, o outro, um omisso e corrupto sem preparo algum sendo ovacionado. Um belo combustível para subletrados fazerem o caos no país. Não se trata de partido, mas bom senso e coerência entre esquerda e direita. Alimentamos divisões de todas as formas nesta nação. Enquanto não olharmos para o próximo, e ve-lo como ser humano, estaremos fadados a isso. Lastimável!!!!!",1,0,1,0,0,0,0
odeio meu padrasto machista abusado do caralho,1,0,0,0,0,1,0
O cara é um orador usou muitas técnicas de discurso e hipnose conversasional caramba!,1,0,0,0,0,0,0
"USER USER veja os videos do mito, o babaca.",1,0,1,0,0,0,0
"USER Os caminhoneiros estão na merda, Bolsonaro não está nem aí o diesel caríssimo e tem caminhoneiros ainda apoiando o Bolsonaro, essa turma tem mais é que se foder tem que pagar o diesel a 10 reais o litro para pastar no mato. Típico de pessoas sem inteligência.",1,0,1,0,0,0,0
"pois é,decaiu depois de sofrer uma lavagem cerebral das feministas",1,0,1,0,0,1,0
USER: tenho cara de idiota? não responda.,1,0,0,0,0,0,0
Bandidos nojentos,1,0,1,0,0,0,0
Como explicar pras crianças USER é lgbt? Que porra é essa bk?,1,0,0,1,0,0,0
"ô véi, na moral: Quem fala mal do novo filme do Batman ( o famoso The Batman) é otário.",1,0,0,0,0,0,0
"KKKKKKKKK .... SEM A PORRA DE UM MOTIVO ......... E UMA USER DE OLHARES USER USER!!!!!! .......USER Eu sou fã da SAGA, mas USER USER é muito bom......, pior que seus videos fazem sentidos ....... não canso de ver",1,1,0,0,0,0,0
"USER USER esse cara e USER engraçado veja a menina ""USER manda aki USER""",1,0,0,0,0,0,0
"USER KAKAKAKKAKAA PORRA, ELA Q MORRA MN, EU EINN PALHAÇADA, TU É PERFEITA MN vai se foder",1,0,0,0,0,1,0
USER USER tem vida seu peido do capeta! kkkkkkkkkkkkkkkkkkk,1,0,0,0,0,0,0
Esse USER vai acabar se matando MDS muito pressão encima dele kkkkkkk,1,1,0,0,0,0,0
Ele tem problema psicológico...,1,0,0,0,0,0,0
"USER não vou mais assistir esse canal de televisão, vocês são todos uns traidores da pátria",1,0,0,0,0,0,0
Que homem ridículo,1,0,0,0,0,1,0
"Sim ele é inteligente,mais ele só está falando bem dela porquê gostou da transa,agora não venha tratar ele como um santo!",0,1,0,0,0,1,0
E o bonde da Chatuba neguinho .. Beira mar falo ossama so eu o selcinho choro ue se fudeu .. e o barato e louco e o processo e lento liberdade pros ja pros irmão do sofrimento 💪🏾🙏🏽🥋🥋🐻🐻🚩🚩🔐🔒🙌🏾 HASHTAG,1,1,0,0,1,0,0
queria o dedo quente no cu gelado foi foda ! rialtao ! UIASUIASUIUASIAS ' USER USER manda muito ! abraço,1,1,0,0,0,0,0
"USER me mando un link todo raro, no me termine de meter, se mando solo y ya hay como 8 personas preguntándome que qué es eso, que pena marica, cómo se te ocurre",1,0,0,1,0,0,0
vampiro de merda!!!!!!!,1,0,0,0,0,0,0
Esse demente precisa de um psiquiatra. um verdadeiro idiota com mania de perseguição.,1,0,0,0,0,0,0
"O povo é estuprado por esse governo de merda todo dia, aí quando tem a chance de economizar um pouco, vem o empresário filho da puta que vive de vender produto merda pra tentar acabar com isso... URL",1,0,1,0,0,0,0
"USER USER, deixa o Felipe em paz, cada um tem suas opiniões. USER é apenas um troll que não sabe de nada, aposto que nem viu o filme",1,0,0,0,0,0,0
O bispo Valdomiro USER a mesma coisa pra ganha ibop ?? Cu sujo memo esse bolsonaro,1,0,0,0,0,0,0
"Achei foi pouco, homem escroto!",1,0,0,0,0,1,0
"É importante dizer uma coisa : Nem sempre a pratica acompanha os discursos. O comunismo por exemplo, fala de uma tal ""igualdade"", um mundo utópico, mas a verdade é que o USER foi e é o sistema que mais matou e mata. Os países da América do Sul estão passando por essa desgraça. De ontem para hoje, centenas de pessoas que se disseram ofendidas pela fala do Monark, horas depois publicaram em suas redes sociais ""USER matou foi pouco"", ou seja, uma hipocrisia absurda : Indignação por um sistema maldito que matou 6 milhões, mas exaltando outro sistema maldito que matou 100 milhões. Lembrando que o comunismo matou negros, gays, mulheres, crianças, cristãos etc. Todos esses sistema de poder são USER! Todos só espalharam morte nessa terra.",1,1,1,0,0,0,0
"USER: Seguidores queridos se dizem de direita e segue um lixo deste assume melhor eu ficar só com os antigos que conheço, por…",1,0,0,0,0,0,0
Falou merda (como muitas vezes)… Mas dessa vez foi uma merda grande!!! O USER e o USER não podem pagar pela merda do Monark!!! A vida segue!,1,1,0,0,0,0,0
"Mi sueño no es hacer feliz a nadie, mi sueño es verme en un futuro lejos de gente estupida que me rodee.",1,0,0,0,0,0,0
